1065975 

ToM0, ToM1, ToM2
20,20,20
20,20,20
20,20,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,18,21
21,18,21
21,18,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,18,22
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,19,21
20,20,20
20,20,20
20,20,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
22,19,19
22,19,19
22,19,19
22,19,19
22,19,19
22,19,19
22,19,19
22,19,19
22,19,19
22,19,19
22,18,20
22,18,20
22,18,20
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,18,21
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
22,18,20
22,18,20
22,18,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,20,19
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,19,20
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
21,20,19
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
19,21,20
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
20,21,19
