2849029 

ToM0, ToM1, ToM2
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
19,20,21
19,20,21
19,20,21
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
18,18,24
18,17,25
18,17,25
18,17,25
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,17,24
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
19,18,23
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,18,24
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,19,23
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
17,20,23
