1156034 

ToM0, ToM1, ToM2
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
19,20,21
19,20,21
19,20,21
19,20,21
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
16,22,22
16,22,22
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,23,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
18,23,19
19,22,19
19,22,19
19,22,19
19,22,19
19,22,19
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,22,20
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
18,20,22
18,20,22
18,20,22
18,20,22
18,20,22
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
18,21,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
17,21,22
16,22,22
16,22,22
16,22,22
16,22,22
16,22,22
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,22,23
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
15,21,24
