1888145 

ToM0, ToM1, ToM2
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,20,20
20,21,19
21,21,18
21,21,18
21,21,18
21,21,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
21,22,17
21,22,17
21,22,17
21,22,17
21,21,18
21,21,18
21,21,18
20,22,18
20,22,18
20,22,18
20,22,18
20,22,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
19,23,18
18,24,18
18,24,18
18,24,18
17,24,19
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,24,19
17,24,19
17,24,19
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
17,23,20
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
17,23,20
17,23,20
18,22,20
18,22,20
18,23,19
18,23,19
18,23,19
18,22,20
18,22,20
18,22,20
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
17,22,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
16,23,21
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
15,23,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,24,23
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
13,25,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,24,22
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
14,25,21
13,26,21
13,26,21
13,26,21
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
13,27,20
12,28,20
12,28,20
12,28,20
12,28,20
12,28,20
12,28,20
