256981 

ToM0, ToM1, ToM2
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
9,11,10
9,11,10
9,11,10
9,11,10
9,11,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
9,11,10
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
9,12,9
8,13,9
8,13,9
8,13,9
8,13,9
8,13,9
8,13,9
8,13,9
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
8,14,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
7,15,8
8,14,8
8,14,8
8,14,8
8,14,8
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,15,7
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
8,16,6
7,17,6
7,17,6
7,17,6
7,17,6
7,17,6
7,17,6
7,17,6
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,17,5
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
8,18,4
