781771 

ToM0, ToM1, ToM2
59,1,0
60,0,0

 Dominance frequency 
1.0,2.3024586420866415E-4,2.3024586420866415E-4

  Ages 
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,5000
2500,2500,5000
2500,2500,5000
2500,5000,5000
2500,5000,5000
2500,2500,10000
2500,10000,12500
5000,12500,15000
2500,15000,12500
5000,22500,12500
2500,17500,2500
5000,67500,20000
2500,82500,22500
2500,100000,22500
27500,102500,17500
35000,37500,7500
2500,2500,25000
2500,72500,27500
5000,2500,2500
2500,55000,2500
2500,17500,22500
47500,2500,5000
2500,177500,25000
57500,10000,35000
10000,2500,37500
2500,165000,42500
2500,15000,40000
10000,12500,35000
7500,2500,45000
72500,77500,2500
5000,10000,47500
52500,2500,2500
2500,310000,52500
30000,5000,35000
7500,365000,62500
102500,2500,25000
5000,102500,72500
35000,292500,32500
72500,430000,2500
2500,42500,117500
5000,15000,115000
5000,265000,140000
2500,2500,17500
112500,205000,
70000,,
5000,,
72500,,
15000,,
37500,,
7500,,
122500,,
2500,,
132500,,
132500,,
137500,,
142500,,
2500,,
2500,,
2500,,
2500,,
2500,,
2500,,
15000,,
37500,,
2500,,
2500,,
102500,,
60000,,
177500,,
160000,,
132500,,
75000,,
67500,,
2500,,
175000,,
2500,,
2500,,
2500,,
67500,,
2500,,
192500,,
157500,,
95000,,
2500,,
210000,,
2500,,
2500,,
2500,,
2500,,
97500,,
2500,,
210000,,
2500,,
190000,,
2500,,
72500,,
205000,,
20000,,
235000,,
92500,,
35000,,
60000,,
132500,,
2500,,
2500,,
5000,,
2500,,
65000,,
242500,,
55000,,
2500,,
2500,,
10000,,
7500,,
250000,,
145000,,
2500,,
257500,,
2500,,
2500,,
252500,,
262500,,
2500,,
2500,,
12500,,
2500,,
2500,,
2500,,
5000,,
37500,,
2500,,
2500,,
32500,,
180000,,
45000,,
17500,,
20000,,
12500,,
235000,,
312500,,
292500,,
182500,,
277500,,
5000,,
77500,,
342500,,
192500,,
50000,,
2500,,
347500,,
170000,,
27500,,
2500,,
2500,,
5000,,
5000,,
345000,,
182500,,
82500,,
385000,,
172500,,
117500,,
2500,,
35000,,
412500,,
170000,,
62500,,
45000,,
2500,,
2500,,
7500,,
377500,,
175000,,
420000,,
2500,,
2500,,
17500,,
332500,,
2500,,
160000,,
282500,,
62500,,
145000,,
2500,,
270000,,
252500,,
2500,,
2500,,
125000,,
260000,,
42500,,
252500,,
265000,,
5000,,
227500,,
72500,,
140000,,
2500,,
265000,,
100000,,
492500,,
125000,,
2500,,
15000,,
2500,,
260000,,
7500,,
150000,,
345000,,
2500,,
427500,,
2500,,
42500,,
2500,,
80000,,
2500,,
17500,,
72500,,
502500,,
2500,,
115000,,
292500,,
5000,,
2500,,
5000,,
10000,,
507500,,
10000,,
2500,,
447500,,
45000,,
5000,,
10000,,
425000,,
75000,,
2500,,
2500,,
30000,,
15000,,
227500,,
332500,,
90000,,
5000,,
577500,,
2500,,
302500,,
2500,,
2500,,
70000,,
362500,,
2500,,
5000,,
17500,,
490000,,
560000,,
70000,,
82500,,
2500,,
205000,,
2500,,
40000,,
142500,,
317500,,
435000,,
2500,,
242500,,
20000,,
287500,,
150000,,
60000,,
105000,,
50000,,
5000,,
285000,,
677500,,
7500,,
430000,,
160000,,
162500,,
5000,,
2500,,
77500,,
490000,,
380000,,
52500,,
2500,,
115000,,
220000,,
130000,,
2500,,
70000,,
2500,,
162500,,
2500,,
197500,,
555000,,
2500,,
708784,,
523125,,
498785,,
498681,,
444565,,
433737,,
425876,,
382162,,
362252,,
361987,,
342831,,
328914,,
321315,,
316004,,
315118,,
314542,,
307148,,
296167,,
254796,,
250685,,
240361,,
239809,,
236052,,
233523,,
226804,,
218499,,
218015,,
217194,,
210277,,
206946,,
204114,,
203767,,
199719,,
185140,,
182003,,
154759,,
154584,,
148029,,
136934,,
133187,,
126790,,
125464,,
113086,,
109858,,
100016,,
91224,,
90562,,
85954,,
77366,,
72637,,
52843,,
51592,,
50616,,
36241,,
35104,,
24790,,
14398,,
13662,,
8029,,
0,,

 Negotiation Lengths 
Negotiation lengths 
 0-0, 0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2 
6,3,8,8,1,1,4,5,50
6,7,16,6,50,50,2,2,1
8,3,3,1,50,50,13,3,50
8,19,10,12,50,3,8,50,6
6,5,50,4,50,50,8,3,3
6,45,50,2,50,50,4,3,3
50,6,50,1,50,1,7,12,50
7,3,5,1,23,50,4,1,50
8,3,6,1,2,3,1,50,5
41,5,22,2,50,50,4,50,3
2,5,20,32,50,24,24,50,50
4,2,3,12,50,1,4,5,3
45,3,3,50,2,50,4,50,50
3,38,50,37,26,2,4,50,3
8,3,28,2,50,4,8,1,32
14,2,3,8,3,50,6,1,2
2,5,2,12,2,1,1,3,50
8,50,16,2,1,4,2,1,1
50,3,2,50,3,3,1,3,1
6,3,5,1,1,3,1,50,4
50,3,28,1,1,3,1,50,1
7,50,3,8,1,1,50,1,50
4,11,3,4,28,3,7,30,12
2,3,2,4,50,18,4,3,1
50,3,3,6,1,50,1,1,3
2,3,41,50,1,2,1,50,1
37,50,3,1,1,4,8,1,1
2,50,10,1,2,1,7,3,2
50,50,2,4,2,50,3,1,3
2,3,18,1,50,1,1,50,1
50,37,2,6,50,1,4,1,8
50,50,50,4,1,1,50,3,2
1,10,5,8,1,1,7,1,3
1,50,3,1,2,2,1,1,3
6,50,50,50,1,1,3,50,50
11,3,2,1,1,1,7,1,33
2,2,50,4,50,2,8,1,3
1,50,1,6,1,4,2,1,50
50,1,15,1,4,1,23,1,1
2,2,2,4,2,1,2,50,3
37,2,3,1,2,1,4,3,50
50,2,12,2,2,1,8,1,3
9,50,3,4,1,1,2,1,2
45,2,1,1,50,1,1,3,3
37,2,50,6,2,3,2,3,3
2,50,3,1,50,1,2,1,1
2,2,5,2,50,50,7,1,2
1,1,5,10,50,1,2,4,1
11,3,3,1,1,50,4,1,1
13,5,3,4,50,2,3,1,3
27,2,2,2,5,2,2,3,1
12,3,19,39,2,50,21,3,1
