585449 

ToM0, ToM1, ToM2
59,1,0
60,0,0

 Dominance frequency 
0.9841233510575608,4.714314263704392E-4,0.015926183403905707

  Ages 
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
7500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
15000,2500,2500
2500,2500,2500
5000,2500,5000
2500,2500,2500
2500,2500,2500
25000,5000,2500
30000,5000,10000
5000,5000,7500
2500,2500,2500
2500,5000,10000
2500,2500,12500
2500,15000,12500
45000,7500,2500
12500,15000,15000
2500,17500,2500
2500,2500,12500
2500,5000,17500
10000,2500,2500
7500,2500,20000
40000,20000,22500
35000,2500,2500
5000,22500,15000
5000,2500,30000
2500,2500,2500
60000,35000,30000
72500,27500,2500
7500,40000,2500
2500,2500,17500
82500,45000,27500
15000,5000,37500
67500,17500,2500
62500,112500,5000
37500,2500,42500
2500,10000,2500
65000,30000,12500
2500,2500,40000
147500,147500,2500
140000,207500,2500
2500,242500,40000
137500,2500,45000
95000,122500,2500
112500,70000,2500
102500,37500,47500
127500,2500,65000
92500,107500,65000
177500,245000,65000
172500,22500,77500
5000,455000,20000
152500,100000,80000
175000,147500,2500
175000,447500,5000
80000,,85000
177500,,82500
2500,,87500
172500,,127500
207500,,77500
47500,,67500
192500,,
30000,,
172500,,
5000,,
232500,,
250000,,
2500,,
47500,,
97500,,
97500,,
2500,,
2500,,
2500,,
57500,,
2500,,
2500,,
2500,,
5000,,
37500,,
242500,,
212500,,
2500,,
2500,,
2500,,
2500,,
2500,,
32500,,
217500,,
160000,,
2500,,
2500,,
252500,,
180000,,
2500,,
2500,,
5000,,
25000,,
2500,,
2500,,
332500,,
32500,,
2500,,
42500,,
142500,,
2500,,
42500,,
162500,,
105000,,
77500,,
377500,,
170000,,
192500,,
202500,,
2500,,
87500,,
5000,,
2500,,
110000,,
2500,,
107500,,
7500,,
2500,,
2500,,
2500,,
10000,,
2500,,
135000,,
45000,,
47500,,
2500,,
362500,,
2500,,
332500,,
220000,,
2500,,
167500,,
7500,,
245000,,
430000,,
132500,,
397500,,
107500,,
175000,,
395000,,
370000,,
2500,,
367500,,
5000,,
2500,,
40000,,
2500,,
2500,,
487500,,
75000,,
180000,,
12500,,
412500,,
2500,,
2500,,
2500,,
272500,,
467500,,
2500,,
2500,,
2500,,
12500,,
135000,,
207500,,
467500,,
275000,,
32500,,
2500,,
222500,,
5000,,
472500,,
255000,,
2500,,
2500,,
2500,,
57500,,
40000,,
10000,,
100000,,
507500,,
5000,,
567500,,
2500,,
492500,,
2500,,
127500,,
380000,,
2500,,
586013,,
585606,,
584665,,
581127,,
573640,,
561920,,
544395,,
529186,,
486171,,
458412,,
436924,,
418189,,
389206,,
376764,,
357179,,
295638,,
249425,,
230956,,
218183,,
210428,,
198867,,
196308,,
193933,,
191278,,
184277,,
179782,,
179180,,
170252,,
167624,,
155935,,
153021,,
152685,,
143370,,
137118,,
124134,,
123442,,
122778,,
99360,,
91250,,
85543,,
78723,,
75324,,
62561,,
59271,,
59171,,
53937,,
31187,,
29700,,
28367,,
25847,,
21120,,
19240,,
18738,,
18684,,
18172,,
10164,,
5443,,
2744,,
665,,
0,,

 Negotiation Lengths 
Negotiation lengths 
 0-0, 0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2 
6,10,3,1,50,50,4,1,5
4,3,3,1,50,50,2,50,50
6,32,8,10,50,50,4,50,4
6,2,2,10,1,2,50,1,2
25,5,5,1,2,50,15,50,1
2,3,2,10,50,50,13,50,1
50,2,2,10,50,1,1,50,50
7,2,5,8,50,50,4,50,7
4,21,50,50,50,50,23,50,11
2,3,2,2,50,4,1,2,50
5,42,5,2,50,50,2,3,6
7,44,5,1,50,50,2,22,2
2,50,38,50,50,50,28,50,50
5,2,50,8,50,7,12,1,12
43,9,2,2,50,50,1,3,7
50,1,4,4,3,50,2,50,3
2,3,14,6,50,50,4,5,3
7,40,50,50,50,50,9,11,5
47,2,50,6,1,3,1,3,50
50,9,2,1,50,2,2,3,2
5,3,50,6,50,4,8,22,50
6,3,21,2,50,50,4,2,1
50,22,3,4,1,17,12,1,3
21,45,2,1,1,50,1,1,1
13,2,12,1,50,1,1,1,7
2,50,50,6,50,50,1,3,3
9,2,31,1,2,50,10,1,16
50,5,2,13,1,50,1,50,50
7,2,19,1,36,1,2,50,50
1,3,3,2,1,1,6,3,1
3,2,8,50,50,11,50,3,2
2,1,45,4,2,4,2,5,1
2,3,5,4,3,12,1,22,4
27,1,2,4,50,50,50,3,2
2,50,2,1,50,4,7,1,50
10,5,50,1,50,50,2,50,12
1,2,2,1,2,50,1,50,2
3,3,2,4,50,50,13,3,3
21,50,2,4,1,31,13,2,2
1,47,8,1,1,1,3,1,2
2,1,50,1,1,3,25,50,2
50,7,3,1,1,2,2,1,50
2,2,29,1,2,2,50,50,2
2,2,2,1,50,1,1,50,50
50,50,3,2,50,2,7,2,1
1,2,38,50,1,50,9,50,6
2,3,3,4,1,4,7,50,2
2,30,26,50,2,50,4,1,50
50,3,29,2,1,1,4,2,3
6,2,3,35,1,50,1,3,1
50,2,1,1,50,1,2,1,2
50,2,2,50,1,2,1,50,3
2,2,2,1,1,50,11,1,1
2,29,2,8,2,26,1,2,2
13,3,3,2,50,3,50,1,1
1,2,3,50,50,1,9,50,1
47,2,2,1,2,1,9,1,1
50,2,50,2,3,4,1,50,4
50,1,2,6,3,1,50,15,25
27,1,2,50,1,37,1,2,5
45,1,1,50,1,6,1,1,1
50,47,2,2,50,50,13,2,1
2,3,2,1,1,1,1,3,50
24,50,1,4,2,1,1,1,1
2,1,2,6,2,50,50,2,1
1,1,15,1,50,3,4,1,1
17,3,3,1,50,50,2,15,2
2,1,1,2,3,2,1,1,2
50,1,3,2,2,8,11,50,2
35,4,21,1,3,2,46,37,50
50,1,2,1,50,2,1,50,50
3,2,50,1,4,3,27,3,1
2,2,3,50,1,1,3,3,2
50,3,31,1,1,5,1,2,2
27,1,5,1,50,50,2,19,14
3,1,12,1,50,2,2,50,5
