544390 

ToM0, ToM1, ToM2
59,1,0
60,0,0

 Dominance frequency 
0.999882437655219,3.8575144381254687E-4,0.0030125350850122704

  Ages 
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,5000,5000
2500,5000,2500
10000,2500,2500
10000,5000,5000
2500,5000,7500
15000,2500,2500
5000,12500,7500
2500,12500,12500
17500,15000,12500
22500,15000,2500
5000,2500,2500
2500,15000,2500
2500,22500,2500
45000,5000,2500
47500,32500,20000
15000,37500,20000
27500,27500,2500
15000,40000,2500
2500,40000,20000
2500,50000,22500
40000,47500,2500
22500,35000,2500
57500,2500,25000
2500,10000,25000
65000,12500,32500
5000,2500,5000
2500,2500,20000
2500,117500,32500
15000,72500,35000
2500,112500,15000
67500,77500,5000
2500,152500,47500
60000,95000,55000
2500,237500,37500
2500,170000,2500
77500,45000,2500
2500,170000,15000
2500,197500,67500
2500,2500,2500
55000,275000,35000
10000,7500,27500
2500,495000,80000
5000,47500,2500
2500,207500,82500
20000,,35000
2500,,87500
50000,,80000
2500,,90000
2500,,32500
2500,,30000
20000,,30000
2500,,122500
2500,,2500
112500,,145000
112500,,47500
120000,,72500
47500,,45000
132500,,15000
2500,,7500
2500,,
70000,,
50000,,
2500,,
2500,,
5000,,
10000,,
157500,,
2500,,
162500,,
97500,,
165000,,
2500,,
2500,,
2500,,
2500,,
7500,,
170000,,
7500,,
2500,,
90000,,
2500,,
160000,,
2500,,
2500,,
205000,,
212500,,
2500,,
2500,,
160000,,
2500,,
2500,,
7500,,
147500,,
5000,,
35000,,
225000,,
2500,,
5000,,
110000,,
2500,,
197500,,
187500,,
207500,,
2500,,
180000,,
2500,,
142500,,
127500,,
2500,,
247500,,
220000,,
2500,,
255000,,
2500,,
195000,,
137500,,
7500,,
162500,,
192500,,
242500,,
270000,,
147500,,
17500,,
140000,,
2500,,
265000,,
15000,,
162500,,
247500,,
2500,,
85000,,
320000,,
85000,,
162500,,
290000,,
260000,,
252500,,
5000,,
2500,,
110000,,
7500,,
27500,,
2500,,
2500,,
125000,,
2500,,
237500,,
2500,,
132500,,
2500,,
2500,,
232500,,
337500,,
152500,,
132500,,
75000,,
122500,,
55000,,
2500,,
425000,,
427500,,
175000,,
192500,,
2500,,
102500,,
5000,,
107500,,
2500,,
2500,,
187500,,
390000,,
5000,,
2500,,
270000,,
397500,,
217500,,
267500,,
462500,,
2500,,
290000,,
2500,,
175000,,
192500,,
42500,,
2500,,
267500,,
150000,,
5000,,
10000,,
35000,,
2500,,
92500,,
42500,,
2500,,
195000,,
2500,,
227500,,
37500,,
2500,,
2500,,
132500,,
102500,,
2500,,
387500,,
2500,,
172500,,
10000,,
255000,,
487500,,
102500,,
325000,,
50000,,
2500,,
350000,,
50000,,
543458,,
534326,,
461242,,
426832,,
393084,,
352908,,
336829,,
316841,,
309718,,
296291,,
295016,,
289027,,
272885,,
260458,,
256777,,
235064,,
209628,,
208977,,
207681,,
196645,,
182346,,
177494,,
157571,,
148059,,
138591,,
137384,,
131877,,
128875,,
124670,,
120806,,
101940,,
101251,,
97171,,
95036,,
94965,,
85954,,
83909,,
76973,,
73515,,
70655,,
68004,,
67693,,
65888,,
48297,,
44015,,
34828,,
32268,,
30904,,
27804,,
26157,,
16420,,
14589,,
13891,,
13008,,
8385,,
8198,,
3397,,
3184,,
825,,
0,,

 Negotiation Lengths 
Negotiation lengths 
 0-0, 0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2 
17,2,2,8,2,50,1,1,50
3,3,5,2,50,50,2,50,6
5,3,6,2,50,50,5,50,2
22,11,3,8,3,6,7,50,13
5,3,2,2,50,50,1,50,3
8,3,7,4,1,50,5,50,50
5,5,2,4,50,2,7,3,3
17,21,4,1,50,3,1,2,1
4,3,3,8,2,50,2,1,1
21,17,3,4,2,1,1,1,2
23,3,5,4,1,4,2,2,50
3,15,5,6,12,1,4,1,1
25,5,2,4,50,50,5,3,1
5,5,6,4,50,50,4,50,50
2,3,10,9,3,50,4,1,3
22,17,2,28,50,50,8,3,50
19,2,5,4,1,50,1,3,2
2,2,2,2,50,40,2,1,50
2,25,25,1,3,2,2,50,3
7,5,3,2,50,50,10,50,50
5,6,3,4,3,50,2,1,1
1,3,21,1,50,3,11,1,2
1,18,7,2,3,3,1,2,2
25,3,2,18,2,1,1,5,2
7,1,3,20,50,2,1,1,1
2,1,5,2,50,1,2,2,3
12,2,4,20,50,5,9,2,4
2,2,12,4,1,1,7,50,1
2,2,4,10,3,3,28,50,41
6,2,2,17,1,2,2,50,1
19,3,5,1,50,50,3,50,50
20,41,2,20,1,50,2,1,2
5,10,7,1,2,10,2,1,1
5,1,3,2,7,4,1,50,1
4,10,1,4,50,2,5,50,2
2,15,1,16,50,2,3,2,3
1,21,2,2,50,50,1,1,4
21,17,2,7,50,2,30,2,2
3,18,2,24,2,50,2,1,2
22,10,2,2,3,50,1,5,1
2,8,25,22,20,2,7,2,3
2,2,3,6,12,2,2,1,2
3,2,2,2,2,2,3,3,50
2,2,13,13,1,3,1,1,1
1,3,21,12,50,3,4,1,1
2,5,23,1,1,1,1,13,1
2,12,8,15,2,6,8,50,50
22,21,21,13,50,2,1,50,50
4,2,2,28,2,1,1,1,2
24,25,6,2,1,1,2,1,1
3,11,2,1,50,4,1,3,3
20,3,12,2,50,2,3,10,1
2,16,2,3,1,50,22,1,1
23,3,12,1,50,3,1,2,50
3,5,3,20,1,3,2,3,2
21,4,2,2,2,1,2,1,3
2,4,24,4,1,50,3,1,3
16,2,2,2,3,1,2,3,1
19,2,2,1,3,1,5,4,1
25,3,2,3,50,3,3,1,50
24,3,5,2,21,3,5,5,1
1,31,2,17,2,3,1,7,2
16,13,5,6,50,3,1,50,5
11,3,11,1,1,50,1,13,1
21,12,1,26,3,3,1,2,2
11,3,2,7,50,2,28,50,3
9,2,6,7,1,1,2,2,8
16,27,1,5,50,2,2,50,3
2,3,10,3,50,3,1,3,2
22,1,5,4,50,50,2,2,1
17,1,11,1,1,1,5,2,2
