780344 

ToM0, ToM1, ToM2
59,1,0
60,0,0

 Dominance frequency 
0.9974101232017593,0.00253221007091726,6.881562793940124E-4

  Ages 
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,2500
2500,2500,5000
2500,2500,5000
2500,2500,2500
10000,2500,2500
2500,2500,7500
20000,2500,2500
17500,2500,2500
25000,2500,10000
2500,2500,2500
35000,2500,12500
35000,5000,15000
20000,7500,15000
27500,7500,5000
37500,2500,2500
2500,2500,7500
2500,10000,27500
2500,12500,20000
5000,12500,7500
52500,15000,30000
40000,2500,35000
7500,22500,35000
17500,22500,2500
60000,2500,2500
47500,15000,50000
32500,30000,22500
60000,2500,2500
2500,17500,70000
72500,35000,77500
2500,2500,20000
67500,7500,85000
5000,15000,60000
2500,2500,35000
5000,17500,42500
2500,27500,2500
2500,70000,107500
87500,70000,85000
55000,47500,22500
5000,80000,107500
97500,40000,90000
97500,2500,92500
25000,70000,87500
2500,92500,92500
107500,2500,
2500,40000,
25000,2500,
85000,27500,
2500,7500,
22500,5000,
2500,157500,
67500,175000,
2500,120000,
2500,187500,
125000,2500,
2500,127500,
2500,137500,
132500,20000,
65000,2500,
2500,400000,
92500,387500,
122500,32500,
145000,15000,
2500,2500,
75000,512500,
77500,,
75000,,
2500,,
20000,,
2500,,
5000,,
2500,,
112500,,
5000,,
72500,,
2500,,
2500,,
2500,,
2500,,
50000,,
2500,,
7500,,
5000,,
15000,,
2500,,
2500,,
32500,,
30000,,
70000,,
40000,,
227500,,
2500,,
180000,,
157500,,
2500,,
212500,,
12500,,
5000,,
215000,,
2500,,
2500,,
50000,,
122500,,
232500,,
10000,,
7500,,
2500,,
292500,,
2500,,
2500,,
307500,,
260000,,
2500,,
160000,,
2500,,
2500,,
2500,,
2500,,
2500,,
182500,,
300000,,
2500,,
2500,,
305000,,
5000,,
2500,,
17500,,
2500,,
257500,,
292500,,
227500,,
262500,,
2500,,
40000,,
15000,,
227500,,
135000,,
50000,,
270000,,
345000,,
2500,,
30000,,
2500,,
2500,,
402500,,
402500,,
42500,,
2500,,
2500,,
2500,,
2500,,
165000,,
205000,,
140000,,
2500,,
7500,,
442500,,
212500,,
152500,,
2500,,
72500,,
107500,,
2500,,
467500,,
75000,,
2500,,
237500,,
2500,,
335000,,
7500,,
282500,,
2500,,
127500,,
2500,,
157500,,
2500,,
135000,,
112500,,
2500,,
2500,,
52500,,
437500,,
145000,,
367500,,
2500,,
397500,,
142500,,
292500,,
2500,,
437500,,
107500,,
527500,,
2500,,
2500,,
82500,,
7500,,
32500,,
260000,,
40000,,
37500,,
5000,,
72500,,
15000,,
2500,,
130000,,
2500,,
17500,,
2500,,
2500,,
20000,,
2500,,
582500,,
465000,,
422500,,
2500,,
365000,,
22500,,
140000,,
140000,,
140000,,
82500,,
100000,,
110000,,
175000,,
5000,,
270000,,
2500,,
117500,,
2500,,
2500,,
2500,,
2500,,
5000,,
2500,,
445000,,
2500,,
2500,,
67500,,
2500,,
525000,,
95000,,
182500,,
450000,,
180000,,
47500,,
2500,,
2500,,
677500,,
75000,,
110000,,
282500,,
590000,,
2500,,
357500,,
197500,,
2500,,
122500,,
20000,,
2500,,
2500,,
80000,,
680000,,
737500,,
2500,,
305000,,
262500,,
180000,,
487500,,
2500,,
205000,,
190000,,
760000,,
100000,,
731900,,
699490,,
684965,,
669846,,
634541,,
628027,,
602273,,
597752,,
545182,,
501600,,
468919,,
458290,,
449690,,
421794,,
378707,,
366227,,
298573,,
283692,,
263262,,
256254,,
256121,,
255196,,
247513,,
240376,,
218232,,
202424,,
190894,,
190313,,
188420,,
183970,,
177181,,
170550,,
164644,,
163220,,
147319,,
146825,,
145744,,
141749,,
119603,,
112281,,
102312,,
88063,,
80662,,
74922,,
64969,,
58203,,
48866,,
46602,,
42483,,
40013,,
28153,,
23755,,
22091,,
14416,,
12318,,
9350,,
3700,,
1792,,
203,,
0,,

 Negotiation Lengths 
Negotiation lengths 
 0-0, 0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2 
4,9,5,4,2,50,9,3,50
4,7,5,2,2,50,2,50,1
4,7,6,2,1,1,5,3,50
4,2,5,4,50,50,5,50,3
2,5,4,4,2,50,1,3,6
6,3,5,5,1,1,10,50,3
4,2,5,1,1,1,2,9,3
5,5,4,2,11,4,1,17,3
19,3,3,2,50,50,2,50,50
2,2,7,1,4,50,9,50,50
2,9,17,2,50,2,2,2,1
3,5,4,2,50,2,2,1,9
22,3,21,1,50,50,4,50,50
5,5,2,5,50,3,13,1,8
5,2,5,2,13,3,1,50,50
2,5,3,4,50,4,3,3,50
5,2,4,2,3,50,4,1,10
8,3,2,20,2,1,2,50,3
14,1,4,8,50,1,2,2,4
2,2,19,1,50,50,4,50,3
6,5,9,8,2,5,1,1,2
4,5,5,4,50,1,2,3,7
3,1,1,1,2,6,5,5,50
28,14,5,1,2,1,7,1,2
6,3,3,4,2,5,5,1,1
17,3,3,3,1,3,1,4,8
7,23,2,1,50,1,1,2,3
27,7,5,20,50,50,1,2,3
7,3,9,2,2,50,2,1,50
9,5,2,28,50,2,2,1,50
5,17,2,38,2,3,2,5,3
9,15,2,38,2,2,1,2,3
2,3,5,1,1,3,1,2,2
21,14,21,1,1,2,4,1,1
4,1,2,4,1,50,2,1,3
19,3,2,1,50,2,20,3,4
5,3,11,11,1,50,14,50,2
1,2,2,1,11,4,2,9,6
2,2,22,2,50,3,1,1,1
22,17,7,24,50,50,22,2,2
3,3,5,2,50,3,2,1,3
8,2,18,4,3,46,9,2,6
2,27,4,6,2,4,16,1,3
7,3,17,7,15,1,3,2,3
20,2,2,1,2,4,1,50,12
28,21,1,10,1,50,1,1,1
22,6,2,1,50,1,9,1,2
7,1,2,4,50,6,1,3,2
16,19,4,2,50,1,1,1,50
20,2,3,1,12,50,20,1,2
22,1,5,2,20,2,1,3,3
4,2,2,6,2,1,5,5,2
6,2,2,13,50,1,2,50,1
14,1,2,5,50,3,4,1,1
5,1,4,2,3,1,1,1,50
25,18,1,4,2,1,1,50,50
